CourseNo,CourseNameAra,CourseNameEng,CourseCode,CourseCH,TheoreticalCH,PracticalCH,CourseDescAra,CourseDescEng,CourseObjAra,CourseObjEng,WCourseDescAra,WCourseDescEng,WCourseObjAra,WCourseObjEng,DepartmentNo
"279","المتحكم الدقيق","MICROCONTROLLER","EEE42202","2","1","1",\N,\N,\N,\N,"","","","","2"
"280","تكنولوجيا التحكم","CONTROL TECHNOLOGY","EEE62201","2","2","0","","","","","","","","","2"
"281","عناصر الآلات","MACHINES ELEMENTS","MEE33201","3","3","0",\N,\N,\N,\N,"","","","","2"
"282","القيادة الصناعية","INDUSTRIAL LEADERSHIP","EEE13206","3","2","1",\N,\N,\N,\N,"","","","","2"
"283","مشروع التخرج","GRADUATION PROJECT","EEE02202","2","0","2","","","","","","","","","2"
"284","تدريب ميداني","FIELD TRAINING","EEE02201","2","0","2",\N,\N,\N,\N,"","","","","2"
"285","المحاسبة المالية I","FINANCIAL ACCOUNTING I","BUS33100","3","3","0",\N,\N,\N,\N,"","","","","3"
"286","مبادئ التسويق","PRINCIPLES OF MARKETING","BUS53100","3","3","0",\N,\N,\N,\N,"","","","","3"
"287","الاعلان","ADVERTISING","BUS63100","3","3","0",\N,\N,\N,\N,"","","","","3"
"288","الطباعة (مساق حر)","TYPING","BUS00000","1","0","1","","","","","","","","","3"
"289","مناهج البحث العلمي","METHODS OF SCIENTIFIC RESEARCH","ACD03219","3","3","0",\N,\N,\N,\N,"","","","","6"
"290","تصميم وإخراج الاعلان","ADVERTISING DESING AND DIRECTOR","BUS63201","3","3","0",\N,\N,\N,\N,"","","","","3"
"291","مساق اختياري","ELECTIVE COURSE","BUS53206","3","3","0",\N,\N,\N,\N,"","","","","3"
"292","تسويق الخدمات","SERVICES MARKETING","BUS93201","3","3","0","","","","","","","","","3"
"293","الاتصال التسويقي","MARKETING COMMUNICATING","BUS52202","2","2","0",\N,\N,\N,\N,"","","","","3"
"294","كتابة الاعلان","ADVERTISING WRITING","BUS62202","2","2","0",\N,\N,\N,\N,"","","","","3"
"295","بحوث التسويق","MARKETING RESEARCHS","BUS53203","3","3","0",\N,\N,\N,\N,"","","","","3"
"296","تقارير التسويق","MARKETING REPORTS","BUS52204","2","2","0",\N,\N,\N,\N,"","","","","3"
"297","سلوك المستهلك","CONSUMER BEHAVIOR","BUS52205","2","2","0",\N,\N,\N,\N,"","","","","3"
"298","تدريب ميداني","FIELD TRAINING","BUS52207","2","0","2",\N,\N,\N,\N,"","","","","3"
"299","مبادئ القانون","PRINCIPLES OF LAW","BUS93008","3","3","0","","","","","","","","","3"
"300","الرياضيات المالية","FINACIAL MATHEMATICS","BUS03007","3","3","0",\N,\N,\N,\N,"","","","","3"
"301","المحاسبة المالية II","FINACIAL ACCOUNTING II","BUS33101","3","3","0",\N,\N,\N,\N,"","","","","3"
"302","مبادئ في التأمين","PRICIPLES OF INSURANCE","BUS43100","3","3","0",\N,\N,\N,\N,"","","","","3"
"303","التأمين في الإسلام","INSURANCE IN ISLAM","BUS43201","3","3","0",\N,\N,\N,\N,"","","","","3"
"304","محاسبة التكاليف","COSTS ACCOUNTING","BUS33202","3","3","0",\N,\N,\N,\N,"","","","","3"
"305","محاسبة شركات","COMPANIES ACCOUNTING","BUS33203","3","3","0",\N,\N,\N,\N,"","","","","3"
"306","محاسبة بنوك وشركات التأمين","BANKS & INSURANCE ACCOUNTING","BUS33204","3","3","0",\N,\N,\N,\N,"","","","","3"
"307","محاسبة حكومية","GOVERNMENTAL ACCOUNTING","BUS33205","3","3","0",\N,\N,\N,\N,"","","","","3"
"308","محاسبة ضريبية","TAX ACCOUNTING","BUS33206","3","3","0",\N,\N,\N,\N,"","","","","3"
"309","إدارة الخطر والتأمين","DANGER AND INSURANCE MANAGEMENT","BUS43202","3","3","0",\N,\N,\N,\N,"","","","","3"
"310","تدريب ميداني","FIELD TRAINING","BUS32207","2","0","2",\N,\N,\N,\N,"","","","","3"
"311","مادة إختيارية 1","Elective Course 1","ELEC001","3","3","0",\N,\N,\N,\N,"","","","","2"
"312","مادة إختيارية 2","Elective Course 2","ELEC002","3","3","0",\N,\N,\N,\N,"","","","","2"
"313","مادة إختيارية 3","Elective Course 3","ELEC003","3","3","0",\N,\N,\N,\N,"","","","","2"
"314","مادة إختيارية 4","Elective Course 4","ELEC004","3","3","0",\N,\N,\N,\N,"","","","","2"
"315","مادة إختيارية 5","Elective Course 5","ELEC005","3","3","0",\N,\N,\N,\N,"","","","","2"
"316","مادة إختيارية 6","Elective Course 6","ELEC006","3","3","0",\N,\N,\N,\N,"","","","","2"
"317","أنظمة الاتصالات","COMMUNICATION SYSTEMS","EEE33498","3","3","0",\N,\N,\N,\N,"","","","","2"
"318","البيانات ونظرية التشفير","INFORMATION & CODING THEORY","EEE33597","3","3","0",\N,\N,\N,\N,"","","","","2"
"319","معالجة الصور ورئية الحاسوب","IMAGE PROCESSING & COMPUTER VISION","EEE23596","3","3","0","","","","","","","","","2"
"320","موضوعات مختارة في هندسة نظم الحاسوب","SELECTED TOPICS IN COMPUTER SYSTEMS ENGINEERING","EEE43594","3","3","0","","","","","","","","","2"
"321","شبكات حاسوب متقدمة","ADVANCED COMPUTER NETWORKS","EEE43593","3","3","0",\N,\N,\N,\N,"","","","","2"
"322","برمجة إنترنت وتطبيقاته","INTERNET PROGRAMMING & APPLICATIONS","EEE43592","3","3","0",\N,\N,\N,\N,"","","","","1"
"323","الرسوم المتحركة والحاسوب","COMPUTER GRAPHICS AND ANIMATION","EEE43591","3","3","0",\N,\N,\N,\N,"","","","","2"
"324","أنظمة الأجهزة الإلكترونية والقياسات","ELECTRONIC INSTRUMENTATION & MEASUREMENT SYSTEMS","EEE13581","3","3","0",\N,\N,\N,\N,"","","","","2"
"325","تمييز الأنماط","PATTERNS RECOGNITION","EEE23580","3","3","0",\N,\N,\N,\N,"","","","","1"
"326","تقنيات الأنظمة الموزعة","DISTRIBUTED SYSTEMS TECHNOLOGIES","EEE43579","3","3","0",\N,\N,\N,\N,"","","","","2"
"327","قواعد بيانات متقدمة","ADVANCED DATABASES","EEE43578","3","3","0",\N,\N,\N,\N,"","","","","1"
"328","نظم تشغيل متقدمة","ADVANCED OPERATING SYSTEMS","EEE43590","3","3","0",\N,\N,\N,\N,"","","","","1"
"329","أتمتة صناعية","INDUSTRIAL AUTOMATION","EEE63589","3","3","0",\N,\N,\N,\N,"","","","","2"
"330","الشبكات العصبية","NEURAL NETWORK","EEE63588","3","3","0",\N,\N,\N,\N,"","","","","2"
"331","أنظمة المنطق الغامض","FUZZY LOGIC SYSTEMS","EEE63587","3","3","0",\N,\N,\N,\N,"","","","","2"
"333","مبادئ الذكاء الصناعي","PRINCIPLES OF ARTIFICIAL INTELLIGENT","EEE63585","3","3","0",\N,\N,\N,\N,"","","","","2"
"334","الأنظمة المتكاملة","EMBADDED SYSTEMS & REAL TIME PROCESSING","EEE63584","3","3","0",\N,\N,\N,\N,"","","","","2"
"335","موضوع متقدم في لغات البرمجة ومترجماتها","ADVANCED TOPIC IN PROGRAMMING LANGUAGE & COMPILER","EEE43583","3","3","0",\N,\N,\N,\N,"","","","","6"
"336","خوارزميات وتراكيب بيانات متقدمة","ADVANCED DATA STRACTURES & ALGORITHEMS","EEE43582","3","3","0",\N,\N,\N,\N,"","","","","1"
"337","معالجة الإشارات الرقمية","DIGITAL SIGNAL PROCESSING","EEE23595","3","3","0",\N,\N,\N,\N,"","","","","2"
"339","مناهج بحث علمي","METHODS AND SCIENTIFIC RESEARCH","ACD03263","3","3","0",\N,\N,\N,\N,"","","","","6"
"340","I رياضيات عامة","GENERAL MATHEMATICS I","ACD03178","3","3","0","مفهوم النهايات، ونظريات على النهايات، والاتصال،  مفهوم الاشتقاق وقواعده،  قاعدة السلسلة، والاشتقاق الضمني، اشتقاق الدوال الأسية والمثلثية، والمثلثية العكسية، والمشتقات العليا، وتطبيقات على الاشتقاق مثل تناقص  وتزايد الدوال والتقعر والتحدب واستخدام المشتقة الثانية قاعدة لوبيتال. التكامل، وأنواعه المباشر، التكامل بالتعويض، التكامل بالأجزاء، تكامل الاقترانات المثلثية والمثلثية العكسية، تطبيقات على التكامل مثل إيجاد المساحة، طول القوس، الحجوم، المساحة السطحية.","","","","مفهوم النهايات، ونظريات على النهايات، والاتصال،  مفهوم الاشتقاق وقواعده،  قاعدة السلسلة، والاشتقاق الضمني، اشتقاق الدوال الأسية والمثلثية، والمثلثية العكسية، والمشتقات العليا، وتطبيقات على الاشتقاق مثل تناقص  وتزايد الدوال والتقعر والتحدب واستخدام المشتقة الثانية قاعدة لوبيتال. التكامل، وأنواعه المباشر، التكامل بالتعويض، التكامل بالأجزاء، تكامل الاقترانات المثلثية والمثلثية العكسية، تطبيقات على التكامل مثل إيجاد المساحة، طول القوس، الحجوم، المساحة السطحية.","","","","6"
